345445200000,0.52
345704400000,0.49
345790800000,0.46
345877200000,0.47
345963600000,0.48
346050000000,0.51
346309200000,0.53
346395600000,0.56
346482000000,0.59
346654800000,0.64
346914000000,0.65
347000400000,0.63
347086800000,0.61
347259600000,0.62
347518800000,0.61
347605200000,0.58
347691600000,0.56
347778000000,0.55
347864400000,0.57
348123600000,0.57
348210000000,0.55
348296400000,0.55
348382800000,0.56
348469200000,0.56
348728400000,0.59
348814800000,0.57
348901200000,0.59
348987600000,0.59
349074000000,0.59
349333200000,0.58
349419600000,0.58
349506000000,0.56
349592400000,0.54
349678800000,0.51
349938000000,0.48
350024400000,0.5
350110800000,0.52
350197200000,0.52
350283600000,0.52
350542800000,0.49
350629200000,0.49
350715600000,0.48
350802000000,0.47
350888400000,0.46
351234000000,0.47
351320400000,0.49
351406800000,0.46
351493200000,0.44
351752400000,0.44
351838800000,0.43
351925200000,0.46
352011600000,0.46
352098000000,0.48
352357200000,0.48
352443600000,0.47
352530000000,0.47
352616400000,0.47
352702800000,0.46
352958400000,0.43
353044800000,0.41
353131200000,0.39
353217600000,0.41
353304000000,0.4
353563200000,0.42
353649600000,0.44
353736000000,0.46
353822400000,0.46
353908800000,0.46
354168000000,0.48
354254400000,0.48
354340800000,0.47
354427200000,0.46
354513600000,0.45
354772800000,0.45
354859200000,0.44
354945600000,0.44
355032000000,0.48
355118400000,0.48
355377600000,0.47
355464000000,0.46
355550400000,0.49
355636800000,0.5
355723200000,0.5
355982400000,0.5
356068800000,0.5
356155200000,0.48
356241600000,0.45
356587200000,0.46
356673600000,0.5
356760000000,0.51
356846400000,0.53
356932800000,0.52
357192000000,0.52
357278400000,0.51
357364800000,0.5
357451200000,0.51
357537600000,0.51
357796800000,0.51
357883200000,0.51
357969600000,0.49
358056000000,0.5
358142400000,0.51
358401600000,0.49
358488000000,0.49
358574400000,0.49
358660800000,0.48
358747200000,0.5
359006400000,0.51
359092800000,0.5
359179200000,0.51
359265600000,0.54
359352000000,0.57
359697600000,0.56
359784000000,0.59
359870400000,0.59
359956800000,0.6
360216000000,0.6
360302400000,0.57
360388800000,0.57
360475200000,0.58
360561600000,0.57
360820800000,0.55
360907200000,0.56
360993600000,0.57
361080000000,0.59
361166400000,0.59
361425600000,0.58
361512000000,0.57
361598400000,0.56
361684800000,0.56
361771200000,0.55
362030400000,0.53
362116800000,0.53
362203200000,0.52
362289600000,0.53
362376000000,0.53
362635200000,0.51
362721600000,0.47
362808000000,0.46
362894400000,0.46
363240000000,0.45
363326400000,0.45
363412800000,0.47
363499200000,0.44
363585600000,0.4
363844800000,0.41
363931200000,0.43
364017600000,0.44
364104000000,0.45
364190400000,0.47
364449600000,0.44
364536000000,0.43
364622400000,0.41
364708800000,0.42
364795200000,0.43
365054400000,0.45
