Date,Open,High,Low,Close,Adj Close,Volume
2016-10-28,42.029999,42.220001,41.709999,41.779999,41.779999,6197500
2016-10-31,42.029999,42.160000,41.549999,41.549999,41.549999,3749700
2016-11-01,41.130001,41.340000,40.689999,41.330002,41.330002,11751500
2016-11-02,41.799999,42.160000,40.360001,40.680000,40.680000,13020000
2016-11-03,40.619999,40.750000,40.169998,40.230000,40.230000,8112800
2016-11-04,39.959999,40.669998,39.799999,40.279999,40.279999,4579400
2016-11-07,41.169998,41.230000,40.860001,41.049999,41.049999,5430700
2016-11-08,40.970001,41.279999,40.680000,41.160000,41.160000,4227100
2016-11-09,40.439999,41.389999,40.220001,41.209999,41.209999,24000100
2016-11-10,41.549999,41.650002,39.540001,40.160000,40.160000,16443800
2016-11-11,39.840000,40.520000,39.369999,40.419998,40.419998,15178200
2016-11-14,40.360001,40.389999,38.869999,39.299999,39.299999,12687400
2016-11-15,39.610001,40.450001,39.580002,40.209999,40.209999,13364900
2016-11-16,40.099998,41.049999,40.099998,40.980000,40.980000,15592700
2016-11-17,41.340000,41.650002,41.200001,41.450001,41.450001,8692000
2016-11-18,41.480000,41.650002,40.900002,41.189999,41.189999,8138900
2016-11-21,41.439999,41.480000,40.939999,41.110001,41.110001,11355900
2016-11-22,41.200001,41.400002,40.830002,41.009998,41.009998,8881200
2016-11-23,40.910000,40.980000,40.549999,40.959999,40.959999,3634900
2016-11-25,41.080002,41.080002,40.709999,40.869999,40.869999,2586900
2016-11-28,40.849998,41.700001,40.740002,41.450001,41.450001,6836400
2016-11-29,41.430000,41.830002,41.119999,41.599998,41.599998,13086000
2016-11-30,41.619999,41.669998,40.880001,41.020000,41.020000,7644400
2016-12-01,41.000000,41.040001,39.529999,39.630001,39.630001,12624100
2016-12-02,39.770000,40.320000,39.580002,40.070000,40.070000,8588500
2016-12-05,40.020000,40.389999,39.849998,40.200001,40.200001,4408400
2016-12-06,40.310001,40.419998,39.880001,39.970001,39.970001,6987800
2016-12-07,39.980000,40.570000,39.750000,40.520000,40.520000,7208500
2016-12-08,40.660000,41.599998,40.419998,41.410000,41.410000,9171700
2016-12-09,41.520000,41.799999,41.439999,41.759998,41.759998,6836000
2016-12-12,41.450001,41.529999,41.130001,41.299999,41.299999,4451500
2016-12-13,41.349998,41.790001,41.139999,41.470001,41.470001,6564600
2016-12-14,41.439999,41.529999,40.830002,40.910000,40.910000,19555700
2016-12-15,40.000000,40.000000,38.250000,38.410000,38.410000,43670000
2016-12-16,38.619999,39.220001,38.419998,38.610001,38.610001,21447400
2016-12-19,38.660000,38.790001,38.270000,38.419998,38.419998,13615500
2016-12-20,38.400002,39.180000,38.240002,39.160000,39.160000,25008400
2016-12-21,39.080002,39.320000,38.970001,39.150002,39.150002,8296500
2016-12-22,38.689999,38.790001,38.259998,38.500000,38.500000,11685600
2016-12-23,38.459999,38.810001,38.369999,38.660000,38.660000,3840100
2016-12-27,38.590000,39.070000,38.500000,38.919998,38.919998,4240300
2016-12-28,39.119999,39.220001,38.709999,38.730000,38.730000,4428400
2016-12-29,38.759998,38.930000,38.480000,38.639999,38.639999,4170200
2016-12-30,38.720001,39.000000,38.430000,38.669998,38.669998,6432800
2017-01-03,39.110001,39.180000,38.639999,38.900002,38.900002,6084700
2017-01-04,39.000000,40.250000,38.919998,40.060001,40.060001,11759500
2017-01-05,40.310001,41.369999,40.240002,41.340000,41.340000,13122100
2017-01-06,41.250000,41.340000,40.849998,41.230000,41.230000,6087600
2017-01-09,41.169998,41.660000,41.130001,41.340000,41.340000,7796300
2017-01-10,41.889999,42.369999,41.540001,42.299999,42.299999,8110900
2017-01-11,42.270000,42.590000,42.070000,42.590000,42.590000,6946200
2017-01-12,42.340000,42.459999,41.700001,42.110001,42.110001,6024900
2017-01-13,42.110001,42.459999,42.020000,42.270000,42.270000,4513000
2017-01-17,42.060001,42.180000,41.840000,41.990002,41.990002,4775800
2017-01-18,42.150002,42.150002,41.799999,42.029999,42.029999,3594200
2017-01-19,42.049999,42.189999,41.900002,42.090000,42.090000,6005600
2017-01-20,42.330002,42.540001,41.869999,42.049999,42.049999,5511700
2017-01-23,41.950001,42.450001,41.840000,42.400002,42.400002,13662800
2017-01-24,43.650002,44.220001,43.430000,43.900002,43.900002,24933500
2017-01-25,44.110001,45.000000,44.090000,44.939999,44.939999,11082400
2017-01-26,44.830002,45.080002,44.400002,44.549999,44.549999,9974600
2017-01-27,44.540001,44.709999,44.230000,44.419998,44.419998,4942800
2017-01-30,44.220001,44.220001,43.709999,43.930000,43.930000,6906100
2017-01-31,43.779999,44.150002,43.669998,44.070000,44.070000,5153500
2017-02-01,44.250000,44.259998,43.709999,43.779999,43.779999,5306400
2017-02-02,43.630001,44.000000,43.580002,43.689999,43.689999,5064400
2017-02-03,43.900002,43.990002,43.660000,43.709999,43.709999,6422400
2017-02-06,43.619999,44.529999,43.560001,44.419998,44.419998,7308800
2017-02-07,44.430000,44.590000,44.189999,44.369999,44.369999,4445800
2017-02-08,44.500000,45.189999,44.340000,45.070000,45.070000,6531000
2017-02-09,44.950001,45.240002,44.820000,45.080002,45.080002,3769300
2017-02-10,45.150002,45.230000,44.959999,45.029999,45.029999,4158700
2017-02-13,45.080002,45.570000,44.939999,45.459999,45.459999,7491300
2017-02-14,45.380001,45.580002,44.900002,45.020000,45.020000,6666700
2017-02-15,45.029999,46.720001,44.639999,45.650002,45.650002,22509200
2017-02-16,45.650002,45.689999,45.009998,45.160000,45.160000,8972000
2017-02-17,44.950001,45.340000,44.790001,45.099998,45.099998,9417200
2017-02-21,45.220001,45.610001,45.099998,45.500000,45.500000,8116000
2017-02-22,45.470001,46.349998,45.450001,45.980000,45.980000,7730200
2017-02-23,46.040001,46.139999,45.290001,45.410000,45.410000,7812100
2017-02-24,45.139999,45.549999,44.950001,45.549999,45.549999,3714800
2017-02-27,45.450001,45.740002,45.240002,45.709999,45.709999,4006700
2017-02-28,45.570000,45.750000,45.250000,45.660000,45.660000,7202000
2017-03-01,45.889999,46.410000,45.889999,46.240002,46.240002,7258500
2017-03-02,46.020000,46.130001,45.619999,45.939999,45.939999,7017100
2017-03-03,45.880001,46.000000,45.599998,45.910000,45.910000,6758300
2017-03-06,45.610001,45.689999,45.389999,45.639999,45.639999,6694900
2017-03-07,45.500000,45.919998,45.490002,45.730000,45.730000,5116800
2017-03-08,45.849998,46.189999,45.730000,45.980000,45.980000,3331700
2017-03-09,45.869999,46.119999,45.680000,45.939999,45.939999,3767600
2017-03-10,46.200001,46.200001,45.750000,45.980000,45.980000,3823900
2017-03-13,46.099998,47.000000,46.099998,46.570000,46.570000,4702300
2017-03-14,46.410000,46.759998,46.189999,46.369999,46.369999,3799800
2017-03-15,46.549999,46.549999,45.900002,46.290001,46.290001,6279300
2017-03-16,46.599998,46.619999,46.299999,46.610001,46.610001,3627100
2017-03-17,46.730000,46.900002,46.500000,46.590000,46.590000,6192400
2017-03-20,46.619999,47.160000,46.520000,46.770000,46.770000,5823000
2017-03-21,47.000000,47.189999,45.680000,45.770000,45.770000,6469400
2017-03-22,45.610001,46.139999,45.599998,46.060001,46.060001,6773400
2017-03-23,46.130001,46.779999,46.090000,46.599998,46.599998,8297800
2017-03-24,46.650002,46.869999,46.139999,46.400002,46.400002,5607700
2017-03-27,45.919998,46.480000,45.740002,46.400002,46.400002,6016600
2017-03-28,46.330002,46.759998,46.240002,46.570000,46.570000,4630800
2017-03-29,46.520000,46.840000,46.299999,46.779999,46.779999,4403400
2017-03-30,46.799999,47.049999,46.599998,46.619999,46.619999,3448600
2017-03-31,46.520000,46.700001,46.270000,46.410000,46.410000,7814100
2017-04-03,46.500000,46.849998,46.160000,46.430000,46.430000,7675400
